ABSGID,ABSCID,ABSUID,ABSBID,ABSSID,ABSFID,ABSTID,ABSKID,ABSEID,ABSDID,DAYWPED,PEDSTEP8,WKNDFLAG,DAYORPED,MET10DY,METT1DY,PEDTIME,PEDOFFDY,PEDOFFDM,LEVEL9,ABSHID,ABSLFID
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001467,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000352,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000352,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000565,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000565,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000351,0
7,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000351,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001248,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000932,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1000932,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002814,0
1,0,0,0,0,0,0,0,1,0,6,13335,1,1,1,0,840,2,0,9,INP13B1002209,0
1,0,0,0,0,0,0,0,2,0,7,10701,2,2,1,0,1000,1,20,9,INP13B1002209,0
1,0,0,0,0,0,0,0,3,0,1,5085,2,3,2,0,100,2,0,9,INP13B1002209,0
1,0,0,0,0,0,0,0,4,0,2,17774,1,4,1,0,795,2,0,9,INP13B1002209,0
1,0,0,0,0,0,0,0,5,0,3,16346,1,5,1,0,840,2,0,9,INP13B1002209,0
1,0,0,0,0,0,0,0,6,0,4,18078,1,6,1,0,850,1,20,9,INP13B1002209,0
1,0,0,0,0,0,0,0,7,0,5,14363,1,7,1,0,840,2,0,9,INP13B1002209,0
1,0,0,0,0,0,0,0,8,0,6,12613,1,8,1,0,660,2,0,9,INP13B1002209,0
8,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1002209,0
1,0,0,0,0,0,0,0,1,0,7,2312,2,1,2,0,770,1,10,9,INP13B1000730,0
1,0,0,0,0,0,0,0,2,0,1,6140,2,2,2,0,975,1,15,9,INP13B1000730,0
1,0,0,0,0,0,0,0,3,0,2,7348,1,3,2,0,915,1,15,9,INP13B1000730,0
1,0,0,0,0,0,0,0,4,0,3,8342,1,4,2,0,1005,1,15,9,INP13B1000730,0
1,0,0,0,0,0,0,0,5,0,4,7948,1,5,2,0,945,1,15,9,INP13B1000730,0
1,0,0,0,0,0,0,0,6,0,5,8217,1,6,2,0,975,1,15,9,INP13B1000730,0
1,0,0,0,0,0,0,0,7,0,6,8113,1,7,2,0,975,1,15,9,INP13B1000730,0
1,0,0,0,0,0,0,0,8,0,7,5122,2,8,2,0,825,1,15,9,INP13B1000730,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001895,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001895,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000008,0
5,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000008,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001765,0
2,0,0,0,0,0,0,0,1,0,1,7000,2,1,2,0,850,2,0,9,INP13B1001149,0
2,0,0,0,0,0,0,0,2,0,2,7470,1,2,2,0,568,2,0,9,INP13B1001149,0
2,0,0,0,0,0,0,0,3,0,3,2059,1,3,2,0,724,2,0,9,INP13B1001149,0
2,0,0,0,0,0,0,0,4,0,4,3425,1,4,2,0,800,2,0,9,INP13B1001149,0
2,0,0,0,0,0,0,0,5,0,5,2846,1,5,2,0,555,2,0,9,INP13B1001149,0
2,0,0,0,0,0,0,0,6,0,6,2186,1,6,2,0,521,2,0,9,INP13B1001149,0
2,0,0,0,0,0,0,0,7,0,7,5473,2,7,2,0,576,2,0,9,INP13B1001149,0
2,0,0,0,0,0,0,0,8,0,1,7452,2,8,2,0,530,2,0,9,INP13B1001149,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001149,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000768,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000768,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000856,0
5,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000856,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001756,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000840,0
7,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000840,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002154,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002154,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000641,0
6,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000641,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000172,0
1,0,0,0,0,0,0,0,1,0,1,7904,2,1,2,0,685,1,20,9,INP13B1001320,0
1,0,0,0,0,0,0,0,2,0,2,4059,1,2,2,0,735,1,15,9,INP13B1001320,0
1,0,0,0,0,0,0,0,3,0,3,4821,1,3,2,0,699,1,56,9,INP13B1001320,0
1,0,0,0,0,0,0,0,4,0,4,5685,1,4,2,0,670,1,20,9,INP13B1001320,0
1,0,0,0,0,0,0,0,5,0,5,8565,1,5,2,0,665,1,15,9,INP13B1001320,0
1,0,0,0,0,0,0,0,6,0,6,7847,1,6,2,0,795,1,15,9,INP13B1001320,0
1,0,0,0,0,0,0,0,7,0,7,8349,2,7,2,0,747,1,15,9,INP13B1001320,0
1,0,0,0,0,0,0,0,8,0,1,4713,2,8,2,0,715,1,15,9,INP13B1001320,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001320,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002365,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002278,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1002278,0
6,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001466,0
8,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000816,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001119,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000837,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000603,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1000603,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001280,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002235,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001564,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000955,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001500,0
6,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001500,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002662,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002662,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001976,0
1,0,0,0,0,0,0,0,1,0,4,3751,1,1,2,0,480,2,0,9,INP13B1001817,0
1,0,0,0,0,0,0,0,2,0,5,4781,1,2,2,0,600,2,0,9,INP13B1001817,0
1,0,0,0,0,0,0,0,3,0,6,4188,1,3,2,0,600,2,0,9,INP13B1001817,0
1,0,0,0,0,0,0,0,4,0,7,7873,2,4,2,0,660,2,0,9,INP13B1001817,0
1,0,0,0,0,0,0,0,5,0,1,9411,2,5,2,0,660,2,0,9,INP13B1001817,0
1,0,0,0,0,0,0,0,6,0,2,9871,1,6,2,0,630,2,0,9,INP13B1001817,0
1,0,0,0,0,0,0,0,7,0,3,10866,1,7,1,0,630,2,0,9,INP13B1001817,0
1,0,0,0,0,0,0,0,8,0,4,10478,1,8,1,0,630,2,0,9,INP13B1001817,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002147,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000657,0
1,0,0,0,0,0,0,0,1,0,2,1971,1,1,2,0,430,2,0,9,INP13B1002384,0
1,0,0,0,0,0,0,0,2,0,3,4493,1,2,2,0,645,2,0,9,INP13B1002384,0
1,0,0,0,0,0,0,0,3,0,4,4833,1,3,2,0,645,2,0,9,INP13B1002384,0
1,0,0,0,0,0,0,0,4,0,5,4899,1,4,2,0,645,2,0,9,INP13B1002384,0
1,0,0,0,0,0,0,0,5,0,6,4663,1,5,2,0,605,2,0,9,INP13B1002384,0
1,0,0,0,0,0,0,0,6,0,7,4689,2,6,2,0,690,2,0,9,INP13B1002384,0
1,0,0,0,0,0,0,0,7,0,1,4648,2,7,2,0,700,2,0,9,INP13B1002384,0
1,0,0,0,0,0,0,0,8,0,2,4387,1,8,2,0,510,2,0,9,INP13B1002384,0
1,0,0,0,0,0,0,0,1,0,1,12356,2,1,1,0,960,2,0,9,INP13B1001464,0
1,0,0,0,0,0,0,0,2,0,2,10026,1,2,1,0,961,2,0,9,INP13B1001464,0
1,0,0,0,0,0,0,0,3,0,3,6078,1,3,2,0,900,2,0,9,INP13B1001464,0
1,0,0,0,0,0,0,0,4,0,4,9076,1,4,2,0,1050,2,0,9,INP13B1001464,0
1,0,0,0,0,0,0,0,5,0,5,10853,1,5,1,0,1169,2,0,9,INP13B1001464,0
1,0,0,0,0,0,0,0,6,0,6,9882,1,6,2,0,1084,2,0,9,INP13B1001464,0
1,0,0,0,0,0,0,0,7,0,7,9059,2,7,2,0,989,2,0,9,INP13B1001464,0
1,0,0,0,0,0,0,0,8,0,1,9403,2,8,2,0,900,2,0,9,INP13B1001464,0
6,0,0,0,0,0,0,0,1,0,1,10906,2,1,0,2,780,2,0,9,INP13B1001464,0
6,0,0,0,0,0,0,0,2,0,2,10581,1,2,0,2,855,2,0,9,INP13B1001464,0
6,0,0,0,0,0,0,0,3,0,3,13252,1,3,0,1,841,2,0,9,INP13B1001464,0
6,0,0,0,0,0,0,0,4,0,4,15299,1,4,0,1,805,2,0,9,INP13B1001464,0
6,0,0,0,0,0,0,0,5,0,5,13756,1,5,0,1,905,2,0,9,INP13B1001464,0
6,0,0,0,0,0,0,0,6,0,6,12176,1,6,0,1,664,2,0,9,INP13B1001464,0
6,0,0,0,0,0,0,0,7,0,7,11881,2,7,0,1,768,2,0,9,INP13B1001464,0
6,0,0,0,0,0,0,0,8,0,1,8743,2,8,0,2,736,2,0,9,INP13B1001464,0
5,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000108,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001163,0
4,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001163,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002233,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000028,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000028,0
7,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001294,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000975,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000575,0
8,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000575,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001617,0
5,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001617,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000731,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002332,0
1,0,0,0,0,0,0,0,1,0,2,6409,1,1,2,0,330,2,0,9,INP13B1001660,0
1,0,0,0,0,0,0,0,2,0,4,11008,1,2,1,0,630,2,0,9,INP13B1001660,0
1,0,0,0,0,0,0,0,3,0,5,6441,1,3,2,0,390,2,0,9,INP13B1001660,0
1,0,0,0,0,0,0,0,4,0,2,4330,1,4,2,0,270,2,0,9,INP13B1001660,0
1,0,0,0,0,0,0,0,5,0,4,9341,1,5,2,0,570,2,0,9,INP13B1001660,0
1,0,0,0,0,0,0,0,6,0,5,10373,1,6,1,0,630,2,0,9,INP13B1001660,0
1,0,0,0,0,0,0,0,7,0,6,5068,1,7,2,0,570,2,0,9,INP13B1001660,0
1,0,0,0,0,0,0,0,8,0,1,9514,2,8,2,0,480,2,0,9,INP13B1001660,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002410,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002410,0
4,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1000555,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000230,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002656,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002656,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000843,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000406,0
6,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000406,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001831,0
4,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001831,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000842,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002547,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002547,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001812,0
6,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001812,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001413,0
2,0,0,0,0,0,0,0,1,0,2,12028,1,1,1,0,9996,1,60,9,INP13B1000447,0
2,0,0,0,0,0,0,0,2,0,3,18043,1,2,1,0,870,1,60,9,INP13B1000447,0
2,0,0,0,0,0,0,0,3,0,4,11087,1,3,1,0,690,1,60,9,INP13B1000447,0
2,0,0,0,0,0,0,0,4,0,5,9803,1,4,2,0,600,1,180,9,INP13B1000447,0
2,0,0,0,0,0,0,0,5,0,6,13480,1,5,1,0,720,1,60,9,INP13B1000447,0
2,0,0,0,0,0,0,0,6,0,7,12676,2,6,1,0,660,1,60,9,INP13B1000447,0
2,0,0,0,0,0,0,0,7,0,1,14110,2,7,1,0,705,1,60,9,INP13B1000447,0
2,0,0,0,0,0,0,0,8,0,2,15118,1,8,1,0,780,1,60,9,INP13B1000447,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001335,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002483,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002483,0
1,0,0,0,0,0,0,0,1,0,3,10028,1,1,1,0,945,1,30,9,INP13B1000895,0
1,0,0,0,0,0,0,0,2,0,2,11960,1,2,1,0,930,1,30,9,INP13B1000895,0
1,0,0,0,0,0,0,0,3,0,5,7577,1,3,2,0,780,1,180,9,INP13B1000895,0
1,0,0,0,0,0,0,0,4,0,6,10229,1,4,1,0,950,1,30,9,INP13B1000895,0
1,0,0,0,0,0,0,0,5,0,7,4097,2,5,2,0,270,2,0,9,INP13B1000895,0
1,0,0,0,0,0,0,0,6,0,1,9897,2,6,2,0,900,1,30,9,INP13B1000895,0
1,0,0,0,0,0,0,0,7,0,2,12210,1,7,1,0,930,1,30,9,INP13B1000895,0
1,0,0,0,0,0,0,0,8,0,3,11592,1,8,1,0,930,1,30,9,INP13B1000895,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000306,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000306,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001842,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001217,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002874,0
4,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1002874,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000652,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000652,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000579,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001164,0
5,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001164,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001121,0
6,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001121,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001365,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001264,0
9,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001264,0
1,0,0,0,0,0,0,0,1,0,3,12359,1,1,1,0,600,1,270,9,INP13B1000494,0
1,0,0,0,0,0,0,0,2,0,4,8224,1,2,2,0,745,1,285,9,INP13B1000494,0
1,0,0,0,0,0,0,0,3,0,5,6574,1,3,2,0,789,1,150,9,INP13B1000494,0
1,0,0,0,0,0,0,0,4,0,6,7855,1,4,2,0,400,2,0,9,INP13B1000494,0
1,0,0,0,0,0,0,0,5,0,7,7178,2,5,2,0,765,2,0,9,INP13B1000494,0
1,0,0,0,0,0,0,0,6,0,1,10170,2,6,1,0,460,1,240,9,INP13B1000494,0
1,0,0,0,0,0,0,0,7,0,2,3611,1,7,2,0,610,1,30,9,INP13B1000494,0
1,0,0,0,0,0,0,0,8,0,3,12763,1,8,1,0,876,2,0,9,INP13B1000494,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001069,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002523,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001084,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002769,0
5,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002769,0
1,0,0,0,0,0,0,0,1,0,3,4683,1,1,2,0,780,1,30,9,INP13B1001013,0
1,0,0,0,0,0,0,0,2,0,4,5699,1,2,2,0,870,2,0,9,INP13B1001013,0
1,0,0,0,0,0,0,0,3,0,5,4340,1,3,2,0,630,1,30,9,INP13B1001013,0
1,0,0,0,0,0,0,0,4,0,6,5695,1,4,2,0,660,1,30,9,INP13B1001013,0
1,0,0,0,0,0,0,0,5,0,7,1752,2,5,2,0,735,1,30,9,INP13B1001013,0
1,0,0,0,0,0,0,0,6,0,1,1879,2,6,2,0,750,1,30,9,INP13B1001013,0
1,0,0,0,0,0,0,0,7,0,2,1860,1,7,2,0,780,1,30,9,INP13B1001013,0
1,0,0,0,0,0,0,0,8,0,3,1610,1,8,2,0,570,1,30,9,INP13B1001013,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001281,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002511,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1002511,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001471,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002581,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002581,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001194,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001194,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1000612,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002021,0
5,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002021,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002281,0
4,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1000859,0
5,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000859,0
1,0,0,0,0,0,0,0,1,0,3,5767,1,1,2,0,720,2,0,9,INP13B1002127,0
1,0,0,0,0,0,0,0,2,0,4,7043,1,2,2,0,840,2,0,9,INP13B1002127,0
5,0,0,0,0,0,0,0,1,0,5,8082,1,1,0,2,484,2,0,9,INP13B1002127,0
5,0,0,0,0,0,0,0,2,0,4,3676,1,2,0,2,566,2,0,9,INP13B1002127,0
5,0,0,0,0,0,0,0,3,0,3,3447,1,3,0,2,451,2,0,9,INP13B1002127,0
5,0,0,0,0,0,0,0,4,0,3,10491,1,4,0,2,521,2,0,9,INP13B1002127,0
5,0,0,0,0,0,0,0,5,0,4,7353,1,5,0,2,560,2,0,9,INP13B1002127,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1002509,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002515,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001146,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001146,0
1,0,0,0,0,0,0,0,1,0,3,5796,1,1,2,0,720,2,0,9,INP13B1000094,0
1,0,0,0,0,0,0,0,2,0,4,3968,1,2,2,0,720,2,0,9,INP13B1000094,0
1,0,0,0,0,0,0,0,3,0,5,1900,1,3,2,0,1080,2,0,9,INP13B1000094,0
1,0,0,0,0,0,0,0,4,0,6,7661,1,4,2,0,720,2,0,9,INP13B1000094,0
1,0,0,0,0,0,0,0,5,0,7,7130,2,5,2,0,735,2,0,9,INP13B1000094,0
1,0,0,0,0,0,0,0,6,0,1,3441,2,6,2,0,750,2,0,9,INP13B1000094,0
1,0,0,0,0,0,0,0,7,0,2,7023,1,7,2,0,730,2,0,9,INP13B1000094,0
1,0,0,0,0,0,0,0,8,0,3,5851,1,8,2,0,720,2,0,9,INP13B1000094,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001136,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002208,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001499,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001499,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000583,0
5,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1000583,0
3,0,0,0,0,0,0,0,1,0,6,15534,1,1,0,1,830,2,0,9,INP13B1002361,0
3,0,0,0,0,0,0,0,2,0,3,7514,1,2,0,2,9997,3,9997,9,INP13B1002361,0
3,0,0,0,0,0,0,0,3,0,4,10979,1,3,0,2,815,1,30,9,INP13B1002361,0
3,0,0,0,0,0,0,0,4,0,5,6703,1,4,0,2,570,1,120,9,INP13B1002361,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000043,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001481,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001481,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000862,0
1,0,0,0,0,0,0,0,1,0,2,3922,1,1,2,0,730,1,20,9,INP13B1001476,0
1,0,0,0,0,0,0,0,2,0,3,5430,1,2,2,0,660,1,30,9,INP13B1001476,0
1,0,0,0,0,0,0,0,3,0,4,3222,1,3,2,0,810,1,15,9,INP13B1001476,0
1,0,0,0,0,0,0,0,4,0,5,3556,1,4,2,0,760,1,20,9,INP13B1001476,0
6,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001476,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002787,0
5,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002787,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002555,0
