HHSIZECB,DSMKHHRB,LNDLORDB,DWLSTRBC,NUMRMSBC,ARIABC,NUMKHHEC,HHADULEC,STHHTYC,TENUREC,INCDECE,WHROR01,WHROR02,WHROR03,WHROR04,WHROR05,WHROR06,WHROR07,WHROR08,WHROR09,WHROR10,WHROR11,WHROR12,WHROR13,WHROR14,WHROR15,WHROR16,WHROR17,WHROR18,WHROR19,WHROR20,WHROR21,WHROR22,WHROR23,WHROR24,WHROR25,WHROR26,WHROR27,WHROR28,WHROR29,WHROR30,WHROR31,WHROR32,WHROR33,WHROR34,WHROR35,WHROR36,WHROR37,WHROR38,WHROR39,WHROR40,WHROR41,WHROR42,WHROR43,WHROR44,WHROR45,WHROR46,WHROR47,WHROR48,WHROR49,WHROR50,WHROR51,WHROR52,WHROR53,WHROR54,WHROR55,WHROR56,WHROR57,WHROR58,WHROR59,WHROR60,NHSFHHWT,FINSTRS,SF2SA1DN,SMKHSQ4D,PHONEQ01,LANDWH,LEVEL1,STATE,ABSPID,ABSBID,ABSCID,ABSGID,ABSTID,ABSUID,ABSMID,ABSLID
4,1,0,1,3,1,0,4,1,2,99,1193.792969,1187.435547,1183.671875,1192.037109,1205.794922,1188.118164,1193.806641,1215.99707,1186.958984,1202.112305,1215.461914,1197.267578,1203.051758,1204.431641,1198.208984,1193.255859,1189.433594,1205.772461,1191.985352,1192.15918,1199.200195,1187.15332,1185.842773,1198.726563,1196.979492,1176.223633,1198.855469,1199.610352,1188.120117,1203.673828,1197.895508,1199.71875,1191.807617,1187.96875,1201.62207,1188.118164,1206.199219,1191.095703,1203.331055,1206.271484,1190.486328,1189.067383,1190.734375,1196.125977,1206.500977,1185.138672,1185.374023,1185.335938,1200.206055,1192.15918,1190.958008,1195.285156,1206.501953,1186.453125,1192.880859,0,1194.75,1233.641602,1188.120117,1187.241211,1175.703289,2,3,5,1,2,1,1,0,0,0,0,0,0,0,NHS11B0006917
2,0,1,2,3,1,0,2,1,3,2,956.8012695,957.8803711,960.394043,955.2104492,950.1484375,940.5424805,955.8579102,952.7387695,952.2983398,948.2436523,947.1269531,951.7929688,952.4902344,952.0214844,948.2436523,951.7280273,960.5043945,943.7890625,951.9248047,955.8422852,950.0009766,940.3666992,959.8920898,948.1416016,944.168457,941.3881836,959.0053711,945.9584961,954.2416992,949.2480469,962.5649414,952.1674805,958.4770508,947.6293945,942.6669922,957.5058594,952.0649414,948.9580078,952.2983398,952.0136719,949.0024414,959.3920898,944.9604492,957.7109375,944.5102539,957.4384766,0,951.3095703,955.7172852,957.7421875,950.0009766,944.105957,959.8920898,944.4013672,947.9077148,946.9804688,943.902832,974.7397461,961.8754883,939.9233398,936.0164001,1,4,0,1,1,1,1,0,0,0,0,0,0,0,NHS11B0006918
1,1,1,1,3,2,0,1,4,3,5,143.461792,141.2062988,139.4875488,140.6783447,140.0759277,138.4105225,143.0803223,140.2801514,139.8914795,142.1235352,141.0041504,140.8665771,142.2946777,140.071167,139.7340088,142.6120605,142.6931152,139.8708496,139.9414063,139.927002,140.2351074,139.6274414,141.9787598,142.9976807,142.6236572,140.9111328,141.9710693,139.2229004,144.362793,140.6040039,0,142.9787598,141.2166748,141.262085,144.8041992,141.8708496,143.0803223,140.8597412,141.6328125,142.1235352,138.7114258,142.0405273,141.1186523,139.494751,140.3066406,142.0228271,143.887207,144.5922852,140.517334,142.2493896,143.7852783,141.9642334,142.5654297,140.6437988,144.3991699,140.9111328,141.3868408,139.7957764,144.9693604,141.1873779,139.1563225,1,1,1,2,3,1,6,0,0,0,0,0,0,0,NHS11B0006919
2,1,0,1,3,2,0,2,1,2,4,747.1069336,757.3022461,755.7509766,756.2270508,753.9589844,749.6728516,759.6767578,758.8076172,759.2573242,755.4902344,752.7514648,745.7602539,759.480957,745.5537109,741.7739258,753.206543,745.1323242,751.324707,752.300293,745.9013672,739.3999023,753.7924805,746.4248047,743.0800781,748.7666016,745.3115234,753.2636719,739.3881836,755.2797852,746.1655273,0,749.3305664,752.5625,745.1293945,746.0722656,744.9677734,756.4580078,752.4174805,752.8232422,752.3022461,754.3530273,750.4804688,749.8671875,747.1230469,751.1435547,748.449707,766.0087891,759.3007813,752.300293,760.1845703,750.3188477,758.6040039,757.5180664,762.1743164,755.1123047,756.3647461,746.9472656,744.0283203,745.7792969,738.3925781,738.5733894,1,6,5,1,1,1,3,0,0,0,0,0,0,0,NHS11B0006920
3,0,0,1,4,1,1,2,1,2,99,866.2338867,868.7280273,884.9145508,885.6923828,857.2299805,856.1196289,853.7138672,869.1762695,858.9257813,868.5932617,881.5083008,853.4365234,862.9824219,882.1098633,882.6425781,857.9570313,885.8857422,846.8637695,889.2817383,887.953125,907.9462891,872.7124023,866.7089844,860.809082,878.7993164,853.1186523,852.4506836,844.2211914,870.7617188,890.2783203,873.9682617,884.3808594,877.0136719,870.0161133,888.4018555,863.7636719,853.7138672,0,866.5947266,860.90625,873.6376953,868.6767578,878.53125,866.3579102,874.7617188,865.6176758,877.9047852,861.9863281,889.2817383,849.0078125,860.159668,880.5043945,859.0390625,860.809082,855.6733398,860.668457,860.0620117,851.6918945,870.7617188,866.4316406,854.7128757,1,10,0,1,2,1,2,0,0,0,0,0,0,0,NHS11B0006921
1,0,3,3,2,1,0,1,4,3,99,297.3010254,293.4238281,293.0883789,295.9755859,295.5839844,302.4020996,293.1789551,292.1928711,297.5239258,294.4318848,0,295.8217773,297.0134277,293.4304199,293.5788574,296.7192383,300.3874512,292.923584,292.0776367,296.9191895,291.9284668,295.1672363,292.166748,299.5847168,294.9555664,295.8029785,299.4047852,296.144043,296.4047852,297.1403809,301.1958008,297.8986816,294.3491211,297.9099121,296.8608398,297.8496094,295.0744629,295.3549805,296.8813477,298.8928223,295.7731934,295.1828613,302.2243652,294.7033691,296.1096191,293.5354004,298.440918,292.2949219,297.829834,294.3540039,296.3806152,293.2712402,292.7924805,296.3635254,294.3225098,295.1640625,295.5163574,296.7834473,297.043457,294.5788574,290.9185067,1,7,0,1,2,1,4,0,0,0,0,0,0,0,NHS11B0006922
3,0,1,2,4,1,0,3,3,3,7,452.7104492,457.4394531,457.9697266,465.2631836,455.4145508,456.0449219,457.4182129,471.4458008,460.1062012,462.6984863,459.2978516,461.9804688,456.8071289,458.1972656,463.0737305,457.3847656,458.4143066,469.6982422,479.7839355,460.7214355,468.9399414,464.6730957,464.3256836,453.5214844,470.7399902,459.9863281,453.8613281,466.2751465,458.9943848,465.34375,457.9140625,460.0834961,463.2949219,457.2871094,455.4145508,461.3479004,462.7062988,460.5454102,460.1062012,454.7209473,470.1049805,461.9804688,456.8071289,458.1972656,0,465.3625488,458.4143066,453.685791,460.4821777,463.3999023,458.159668,456.7072754,453.7124023,458.7646484,462.5292969,457.3579102,459.1081543,463.579834,469.7941895,457.3205566,453.0467206,1,3,0,2,3,1,4,0,0,0,0,0,0,0,NHS11B0006923
3,0,0,1,3,2,0,3,1,2,5,141.6455078,144.3808594,145.947998,143.3605957,148.5898438,141.6895752,144.0993652,144.4608154,146.7989502,144.0739746,146.9887695,0,147.0950928,146.8425293,145.9660645,143.0311279,146.151001,142.970459,147.786499,145.9700928,145.7579346,153.8018799,146.7532959,144.1850586,144.4486084,147.0332031,143.7609863,146.4022217,144.0579834,145.7663574,144.9017334,147.7385254,149.3820801,144.989624,146.8818359,143.2996826,149.1260986,144.4608154,145.1495361,145.7299805,152.1766357,143.9664307,148.7857666,143.5427246,149.3605957,148.0206299,151.3707275,144.5950928,149.5048828,142.6898193,144.1202393,146.7305908,148.4401855,144.1850586,144.4486084,147.0332031,143.7609863,149.8068848,145.6949463,145.7663574,143.5955423,1,9,0,1,1,1,6,0,0,0,0,0,0,0,NHS11B0006924
2,0,1,2,3,1,0,2,1,3,4,956.8012695,957.8803711,960.394043,955.2104492,950.1484375,940.5424805,955.8579102,952.7387695,952.2983398,948.2436523,947.1269531,951.7929688,952.4902344,952.0214844,948.2436523,951.7280273,960.5043945,943.7890625,951.9248047,955.8422852,950.0009766,940.3666992,959.8920898,948.1416016,944.168457,941.3881836,959.0053711,945.9584961,954.2416992,949.2480469,962.5649414,952.1674805,958.4770508,947.6293945,942.6669922,957.5058594,952.0649414,948.9580078,952.2983398,952.0136719,949.0024414,959.3920898,944.9604492,0,944.5102539,957.4384766,958.5913086,951.3095703,955.7172852,957.7421875,950.0009766,944.105957,959.8920898,944.4013672,947.9077148,946.9804688,943.902832,974.7397461,961.8754883,939.9233398,936.0164001,1,7,0,1,2,1,1,0,0,0,0,0,0,0,NHS11B0006925
1,0,1,1,4,1,0,1,4,3,8,832.1005859,834.0473633,830.7666016,827.1826172,831.8613281,830.4121094,0,845.4365234,823.3720703,836.1000977,839.7851563,836.8071289,837.3911133,837.3344727,834.2900391,833.1889648,840.6811523,829.9174805,841.0537109,846.7539063,850.640625,851.1010742,848.5810547,831.7983398,835.9926758,845.8291016,825.1152344,826.4956055,827.8925781,830.4755859,839.9692383,836.0146484,832.7211914,829.1245117,824.0869141,830.4121094,831.8950195,835.4902344,829.184082,836.1000977,839.7851563,823.152832,831.4521484,831.4238281,822.6757813,831.237793,823.1669922,820.2446289,829.2905273,836.7924805,846.5898438,825.25,834.5712891,829.8505859,837.9643555,835.9482422,827.0478516,834.2924805,835.6845703,826.5859375,819.9066815,1,5,0,1,1,1,2,0,0,0,0,0,0,0,NHS11B0006926
2,0,0,1,3,1,0,2,1,1,7,289.8652344,293.2336426,292.2832031,288.2758789,292.7668457,290.703125,293.3220215,290.3642578,288.1574707,291.7556152,290.8706055,0,290.041748,293.1906738,292.1970215,290.0817871,291.9094238,292.9274902,288.4311523,289.2988281,294.144043,294.2224121,295.8637695,293.6169434,289.0749512,289.3410645,291.2497559,289.5168457,289.9089355,292.6660156,289.3034668,290.3977051,296.9042969,289.9550781,293.3374023,292.9787598,291.6035156,289.8024902,293.8410645,296.3500977,290.8706055,292.7404785,290.605957,295.4946289,289.3657227,292.9257813,289.0808105,292.9274902,290.6757813,288.7402344,291.2883301,293.0708008,295.2836914,292.4724121,293.6096191,289.3410645,294.0996094,292.9230957,291.607666,289.8354492,286.8435239,1,7,0,1,1,1,4,0,0,0,0,0,0,0,NHS11B0006927
2,2,0,1,3,1,0,2,1,1,99,400.8527832,402.5925293,407.9533691,402.4492188,406.6088867,407.0993652,401.1894531,0,405.6369629,408.8664551,405.3330078,404.0107422,401.7849121,410.6203613,407.4782715,403.8161621,406.9033203,407.1188965,406.7297363,411.8828125,407.6689453,402.1584473,408.5166016,407.0759277,404.6496582,402.2558594,401.6911621,408.0693359,403.7460938,404.3432617,400.8527832,404.9240723,409.546875,402.4492188,405.0419922,407.8884277,402.7355957,411.0241699,407.2124023,407.2785645,403.7709961,402.4597168,408.0505371,405.0927734,404.3439941,405.378418,407.6904297,411.1022949,407.5178223,409.4880371,407.6689453,404.4875488,403.7756348,404.7138672,404.6496582,403.809082,406.3439941,406.4907227,406.1027832,407.4960938,399.120118,1,9,5,1,1,1,5,0,0,0,0,0,0,0,NHS11B0006928
1,1,1,1,2,2,0,1,4,3,7,1111.026367,1129.023438,1109.96582,1118.511719,1113.858398,1117.722656,1136.696289,1115.308594,1107.050781,1093.25293,1125.037109,1098.18457,1112.210938,1111.226563,1114.489258,1115.72168,1121.966797,1115.285156,1108.62207,1107.55957,1116.799805,1100.676758,1100.724609,1115.1875,1115.698242,1100.779297,1113.004883,1115.104492,1108.726563,1099.980469,1111.026367,1112.600586,1098.03125,1098.466797,1109.880859,1109.681641,1104.219727,1103.31543,1111.077148,1113.129883,1116.914063,1110.25293,1116.269531,1099.234375,1122.594727,1123.865234,1121.966797,1131.626953,1104.633789,1115.614258,0,1120.762695,1104.698242,1127.397461,1123.783203,1137.47168,1097.046875,1131.442383,1100.77832,1096.023438,1093.781285,1,9,5,1,1,1,1,0,0,0,0,0,0,0,NHS11B0006929
4,0,0,1,4,1,2,2,1,1,10,879.7685547,852.8110352,858.8652344,852.2626953,854.0600586,857.4277344,851.5581055,845.3266602,845.8901367,852.1040039,860.3764648,859.5253906,846.5668945,852.2626953,846.6289063,839.9589844,859.6801758,848.1811523,860.5756836,849.0458984,853.0493164,841.9824219,849.6181641,845.4863281,838.8178711,855.3696289,858.8256836,859.3950195,849.465332,846.9697266,851.125,856.8149414,854.8330078,840.3706055,854.0600586,857.4277344,843.6362305,869.5947266,845.8901367,844.2143555,0,851.4926758,858.5463867,844.3344727,858.609375,863.9580078,855.6630859,848.1811523,848.5117188,853.0322266,837.324707,838.0844727,841.7509766,849.4555664,862.7841797,863.515625,858.8256836,855.3793945,853.4536133,835.206543,837.4942741,1,9,0,1,1,1,1,0,0,0,0,0,0,0,NHS11B0006930
4,0,0,1,4,1,2,2,1,2,7,787.9208984,790.5986328,784.3549805,791.7832031,793.4858398,790.1069336,785.1518555,796.4365234,810.5205078,793.9433594,784.3769531,787.8154297,802.7578125,0,797.5839844,795.0029297,786.1816406,807.2553711,813.0766602,788.5322266,812.5039063,781.2744141,804.4448242,790.4257813,788.9311523,785.2573242,784.0893555,784.8408203,791.8842773,786.4165039,784.355957,779.9628906,780.8217773,781.1313477,793.4858398,797.3227539,785.1518555,792.815918,799.4677734,786.7905273,773.871582,806.0522461,799.1088867,784.7158203,776.1240234,787.7753906,779.1308594,807.2553711,809.3125,788.5322266,786.7685547,784.793457,786.3266602,790.4257813,781.8237305,785.2573242,787.6210938,791.9433594,791.8842773,797.1889648,777.9839645,1,9,0,1,1,1,2,0,0,0,0,0,0,0,NHS11B0006931
1,0,0,1,3,1,0,1,4,1,8,650.8925781,645.4711914,647.2143555,654.3007813,659.8447266,646.0410156,652.4316406,649.953125,660.234375,659.0839844,645.5532227,652.2319336,651.965332,644.734375,645.409668,655.8520508,655.1733398,668.8666992,653.34375,646.796875,644.3085938,641.6904297,649.5200195,645.8505859,642.7421875,639.5200195,0,641.9868164,651.7236328,645.3862305,647.2866211,641.8754883,649.012207,652.4882813,636.34375,651.4243164,656.0664063,649.953125,647.4316406,649.9301758,643.7700195,637.9360352,651.965332,648.3164063,647.2026367,654.0302734,651.5332031,665.1088867,658.8188477,650.3803711,656.9775391,650.652832,642.3623047,660.3237305,657.3916016,644.8203125,641.534668,647.3222656,649.9135742,652.5571289,638.8130482,1,8,0,1,1,1,3,0,0,0,0,0,0,0,NHS11B0006932
1,1,2,3,1,1,0,1,4,3,99,297.3010254,293.4238281,293.0883789,295.9755859,295.5839844,302.4020996,293.1789551,292.1928711,297.5239258,294.4318848,293.8608398,295.8217773,297.0134277,293.4304199,293.5788574,296.7192383,300.3874512,292.923584,292.0776367,296.9191895,291.9284668,295.1672363,292.166748,299.5847168,294.9555664,295.8029785,299.4047852,296.144043,296.4047852,297.1403809,301.1958008,297.8986816,294.3491211,297.9099121,296.8608398,297.8496094,295.0744629,295.3549805,296.8813477,298.8928223,295.7731934,295.1828613,302.2243652,294.7033691,296.1096191,293.5354004,298.440918,292.2949219,297.829834,294.3540039,296.3806152,293.2712402,292.7924805,296.3635254,294.3225098,295.1640625,295.5163574,0,297.043457,294.5788574,290.9185067,1,1,1,2,3,1,4,0,0,0,0,0,0,0,NHS11B0006933
2,2,0,1,3,3,0,2,1,2,5,68.41827393,68.44885254,68.60040283,67.63873291,70.59405518,69.11987305,68.89532471,68.84014893,70.0869751,68.69219971,69.05560303,68.48760986,68.83276367,68.31317139,67.24749756,67.83453369,69.28973389,68.41467285,68.69366455,68.63348389,69.28637695,69.50579834,69.16088867,68.96746826,68.36791992,69.67822266,68.10266113,69.54333496,68.91253662,67.13317871,69.62280273,68.68817139,69.56658936,0,68.38031006,68.63482666,68.17767334,68.84014893,68.61657715,67.50372314,70.03863525,68.24810791,68.59124756,69.03479004,68.66821289,67.3651123,68.07836914,68.17633057,69.66809082,68.1552124,68.80181885,68.53710938,67.96014404,69.21118164,68.12884521,68.70367432,67.86541748,68.81384277,70.38397217,68.55645752,67.58414384,1,8,1,1,1,1,7,0,0,0,0,0,0,0,NHS11B0006934
2,0,0,1,3,1,0,2,1,1,5,109.4702148,111.3641357,110.1442871,108.3118286,108.5385132,108.9119873,109.2000732,110.5137939,108.5671997,110.0758667,108.4924316,0,110.4934692,114.3977661,108.8995361,108.7415771,108.9422607,109.5983887,109.4244995,108.5842285,108.661499,111.2904053,108.7949219,107.3518677,111.5949707,109.0570679,108.4547119,110.2232666,109.1378174,109.0889893,108.1220703,108.8832397,108.5205078,109.1221313,108.5385132,109.182251,108.3931885,109.9598389,109.1086426,110.3510742,108.7616577,108.795105,109.9423828,108.1835938,109.4385986,110.37677,109.7593384,108.5213013,109.1523438,110.217041,108.661499,109.3620605,109.3388672,107.6169434,109.6517944,109.0570679,107.9204712,109.402771,109.4099731,108.8196411,107.4649758,1,8,0,2,3,1,8,0,0,0,0,0,0,0,NHS11B0006935
2,0,0,1,3,2,0,2,1,1,99,816.7871094,797.9106445,800.8095703,809.5488281,0,812.2021484,827.6508789,812.949707,796.4736328,834.8027344,827.5371094,844.3359375,816.1875,802.9887695,811.862793,800.0429688,794.7954102,798.4604492,808.2265625,804.8598633,801.2075195,793.2705078,801.9550781,798.862793,813.4707031,812.90625,808.5566406,813.5795898,804.9887695,810.8828125,800.6450195,807.4858398,810.3813477,812.7871094,815.2299805,805.7563477,801.3764648,812.949707,815.8999023,821.2836914,807.6762695,817.0996094,800.0571289,819.1777344,815.1235352,812.8950195,817.3203125,804.8227539,805.0317383,821.21875,801.2075195,819.0678711,831.4150391,811.7480469,836.8081055,809.6674805,808.5566406,800.6655273,827.9887695,810.8828125,797.6942506,1,5,0,1,1,1,2,0,0,0,0,0,0,0,NHS11B0006936
2,0,0,1,4,1,0,2,1,1,9,840.5068359,842.4272461,842.8325195,838.3544922,848.2900391,844.6298828,846.8125,845.3178711,843.5864258,849.9775391,839.1826172,846.6323242,843.4882813,852.0942383,844.4863281,840.8847656,840.8701172,846.1640625,842.9511719,854.4355469,854.1225586,846.0649414,843.2910156,836.2666016,847.6762695,839.9091797,848.6992188,852.2939453,838.6337891,830.2695313,842.0048828,845.4467773,845.8535156,836.862793,845.2607422,838.6503906,845.2973633,843.8081055,842.0825195,842.3886719,839.1826172,837.6098633,841.9819336,841.4624023,841.480957,837.8974609,849.9604492,840.1416016,0,846.7929688,840.3955078,852.1738281,843.2910156,846.7758789,847.6762695,838.4121094,838.1469727,840.1621094,838.6337891,837.6694336,829.3806313,1,7,0,1,1,1,2,0,0,0,0,0,0,0,NHS11B0006937
4,0,0,1,4,1,2,2,1,2,7,101.3460693,101.9406738,100.6951904,102.0491333,100.5979614,98.95446777,98.40881348,99.45703125,100.2155151,101.194519,100.0598145,101.0264893,100.4901733,104.184021,99.2868042,99.0333252,99.93829346,98.3916626,100.536499,98.95068359,99.32116699,101.0936279,100.0661621,100.1575317,100.5561523,99.63110352,99.45581055,100.864563,99.50958252,101.0517578,101.3460693,101.9406738,98.77111816,100.7323608,98.68786621,99.58880615,100.9649048,103.4089966,98.93890381,101.8516235,99.418396,100.3789063,103.1521606,101.4779663,98.0300293,99.66815186,99.93829346,100.9472656,0,100.8659058,99.95782471,101.0936279,100.711731,99.51550293,99.90740967,100.9334717,99.45581055,100.2221069,100.1474609,99.75622559,98.67588719,1,6,0,1,1,1,8,0,0,0,0,0,0,0,NHS11B0006938
5,0,0,1,3,2,3,2,1,2,99,709.6796875,701.8666992,704.796875,696.3271484,700.9379883,713.4853516,752.6201172,696.3608398,711.9404297,744.3979492,684.8222656,736.2739258,705.4311523,723.168457,702.7958984,703.3359375,696.1337891,692.5698242,691.3769531,700.2792969,697.8852539,705.6005859,694.2573242,700.5014648,700.2480469,698.4394531,696.7167969,695.6235352,0,702.7182617,709.6796875,710.6401367,696.2016602,687.8354492,700.9379883,696.0834961,706.1621094,732.5356445,711.9404297,725.5527344,693.2768555,736.2739258,705.4311523,705.3120117,720.3657227,703.3359375,704.7280273,709.8837891,717.6313477,708.9243164,706.6088867,705.6005859,720.621582,718.2358398,736.1582031,715.9003906,714.1347656,704.2114258,696.7685547,702.7182617,695.7993913,1,8,0,1,1,1,2,0,0,0,0,0,0,0,NHS11B0006939
1,0,0,1,4,1,0,1,4,2,3,941.2685547,940.5786133,945.534668,945.7783203,958.9316406,940.4331055,943.9658203,926.6982422,945.3920898,930.5058594,944.3232422,946.1894531,935.0756836,936.84375,929.949707,941.4633789,939.3012695,925.1274414,957.2563477,935.3666992,945.5620117,940.1904297,953.6748047,937.4428711,941.5019531,930.1816406,925.8310547,942.0839844,933.5844727,945.9609375,943.7260742,957.9970703,945.534668,953.2646484,948.8901367,950.3325195,936.5717773,936.4018555,947.8862305,920.9375,944.3232422,933.9648438,935.0756836,939.2773438,944.5561523,931.7324219,936.8613281,922.7368164,944.8242188,942.6743164,0,945.0874023,938.9272461,937.4428711,939.0566406,935.0258789,935.4750977,957.1171875,928.7475586,948.4501953,924.9342187,1,3,0,1,1,1,1,0,0,0,0,0,0,0,NHS11B0006940
1,0,0,1,3,2,0,1,4,1,2,143.461792,141.2062988,139.4875488,140.6783447,140.0759277,138.4105225,143.0803223,140.2801514,139.8914795,142.1235352,141.0041504,140.8665771,0,140.071167,139.7340088,142.6120605,142.6931152,139.8708496,139.9414063,139.927002,140.2351074,139.6274414,141.9787598,142.9976807,142.6236572,140.9111328,141.9710693,139.2229004,144.362793,140.6040039,142.8690186,142.9787598,141.2166748,141.262085,144.8041992,141.8708496,143.0803223,140.8597412,141.6328125,142.1235352,138.7114258,142.0405273,141.1186523,139.494751,140.3066406,142.0228271,143.887207,144.5922852,140.517334,142.2493896,143.7852783,141.9642334,142.5654297,140.6437988,144.3991699,140.9111328,141.3868408,139.7957764,144.9693604,141.1873779,139.1563225,1,3,0,1,1,1,6,0,0,0,0,0,0,0,NHS11B0006941
2,0,0,1,4,1,0,2,1,1,99,289.8652344,293.2336426,292.2832031,288.2758789,292.7668457,290.703125,293.3220215,290.3642578,288.1574707,291.7556152,290.8706055,291.5993652,290.041748,293.1906738,292.1970215,290.0817871,291.9094238,292.9274902,288.4311523,289.2988281,294.144043,294.2224121,295.8637695,293.6169434,289.0749512,289.3410645,291.2497559,289.5168457,289.9089355,292.6660156,289.3034668,290.3977051,296.9042969,289.9550781,293.3374023,292.9787598,291.6035156,289.8024902,293.8410645,296.3500977,290.8706055,0,290.605957,295.4946289,289.3657227,292.9257813,289.0808105,292.9274902,290.6757813,288.7402344,291.2883301,293.0708008,295.2836914,292.4724121,293.6096191,289.3410645,294.0996094,292.9230957,291.607666,289.8354492,286.8435239,1,5,0,1,1,1,4,0,0,0,0,0,0,0,NHS11B0006942
1,0,0,1,3,1,0,1,4,1,1,832.1005859,834.0473633,830.7666016,827.1826172,831.8613281,830.4121094,839.7802734,845.4365234,823.3720703,836.1000977,839.7851563,836.8071289,837.3911133,837.3344727,834.2900391,0,840.6811523,829.9174805,841.0537109,846.7539063,850.640625,851.1010742,848.5810547,831.7983398,835.9926758,845.8291016,825.1152344,826.4956055,827.8925781,830.4755859,839.9692383,836.0146484,832.7211914,829.1245117,824.0869141,830.4121094,831.8950195,835.4902344,829.184082,836.1000977,839.7851563,823.152832,831.4521484,831.4238281,822.6757813,831.237793,823.1669922,820.2446289,829.2905273,836.7924805,846.5898438,825.25,834.5712891,829.8505859,837.9643555,835.9482422,827.0478516,834.2924805,835.6845703,826.5859375,819.9066815,1,9,0,1,1,1,2,0,0,0,0,0,0,0,NHS11B0006943
3,0,0,1,4,1,1,2,1,2,10,343.692627,341.3830566,354.489502,339.7556152,0,344.6208496,342.2275391,357.1835938,338.1008301,337.5615234,346.0546875,329.9084473,348.0349121,339.1096191,339.1123047,345.7810059,351.5581055,342.6364746,342.0268555,339.4697266,347.1401367,343.6950684,334.8000488,338.0427246,357.1296387,339.9743652,348.1325684,335.2773438,343.980957,347.168457,343.692627,351.1369629,340.1181641,339.7556152,346.286377,335.3066406,346.9807129,342.5048828,347.4924316,333,341.3781738,339.0727539,343.2670898,348.5292969,334.5297852,350.5837402,346.675293,342.6364746,351.5275879,339.4697266,342.4492188,343.6950684,344.1000977,342.737793,337.8251953,354.3393555,338.7233887,335.2773438,363.921875,333.0942383,337.5388342,1,9,0,1,1,1,4,0,0,0,0,0,0,0,NHS11B0006944
2,0,1,3,3,3,0,2,1,3,8,68.41827393,68.44885254,68.60040283,67.63873291,70.59405518,69.11987305,68.89532471,68.84014893,70.0869751,68.69219971,69.05560303,68.48760986,68.83276367,68.31317139,67.24749756,67.83453369,69.28973389,68.41467285,68.69366455,68.63348389,69.28637695,69.50579834,69.16088867,68.96746826,68.36791992,69.67822266,68.10266113,69.54333496,68.91253662,67.13317871,69.62280273,68.68817139,69.56658936,69.80511475,68.38031006,68.63482666,68.17767334,68.84014893,68.61657715,67.50372314,0,68.24810791,68.59124756,69.03479004,68.66821289,67.3651123,68.07836914,68.17633057,69.66809082,68.1552124,68.80181885,68.53710938,67.96014404,69.21118164,68.12884521,68.70367432,67.86541748,68.81384277,70.38397217,68.55645752,67.58414384,1,10,0,2,3,1,7,0,0,0,0,0,0,0,NHS11B0006945
5,0,0,1,4,2,3,2,1,2,3,341.4775391,341.1416016,332.2180176,326.7709961,331.2607422,352.6633301,328.6142578,336.5334473,326.1665039,338.4052734,323.0307617,327.2509766,327.3701172,324.7585449,333.1176758,341.1098633,326.6228027,326.161377,325.6557617,326.7995605,336.4638672,333.6623535,348.1467285,319.9025879,325.0859375,320.6071777,340.0175781,331.0388184,328.7355957,337.7619629,335.3798828,329.171875,0,332.6062012,343.5297852,327.9150391,328.6142578,336.5334473,326.1665039,332.3623047,323.0307617,327.2509766,327.3701172,324.7585449,333.1176758,329.1411133,344.7685547,326.161377,337.4978027,338.6833496,330.4555664,327.8085938,329.8232422,331.5354004,325.0859375,320.6071777,340.0175781,331.0388184,334.6057129,350.5078125,326.1909141,1,4,0,1,1,1,4,0,0,0,0,0,0,0,NHS11B0006946
4,0,0,1,2,1,2,2,1,2,9,787.9208984,790.5986328,784.3549805,791.7832031,793.4858398,790.1069336,785.1518555,796.4365234,810.5205078,793.9433594,784.3769531,787.8154297,802.7578125,802.7963867,797.5839844,795.0029297,786.1816406,807.2553711,813.0766602,788.5322266,812.5039063,781.2744141,804.4448242,790.4257813,788.9311523,785.2573242,784.0893555,784.8408203,791.8842773,786.4165039,784.355957,779.9628906,780.8217773,781.1313477,793.4858398,797.3227539,0,792.815918,799.4677734,786.7905273,773.871582,806.0522461,799.1088867,784.7158203,776.1240234,787.7753906,779.1308594,807.2553711,809.3125,788.5322266,786.7685547,784.793457,786.3266602,790.4257813,781.8237305,785.2573242,787.6210938,791.9433594,791.8842773,797.1889648,777.9839645,1,7,0,1,2,1,2,0,0,0,0,0,0,0,NHS11B0006947
2,0,1,2,2,1,0,2,1,3,5,840.5068359,842.4272461,842.8325195,838.3544922,848.2900391,844.6298828,846.8125,845.3178711,843.5864258,849.9775391,839.1826172,846.6323242,843.4882813,852.0942383,844.4863281,840.8847656,840.8701172,846.1640625,842.9511719,854.4355469,854.1225586,846.0649414,843.2910156,836.2666016,847.6762695,839.9091797,848.6992188,852.2939453,838.6337891,830.2695313,842.0048828,845.4467773,845.8535156,836.862793,845.2607422,838.6503906,845.2973633,843.8081055,842.0825195,842.3886719,839.1826172,837.6098633,841.9819336,0,841.480957,837.8974609,849.9604492,840.1416016,847.4916992,846.7929688,840.3955078,852.1738281,843.2910156,846.7758789,847.6762695,838.4121094,838.1469727,840.1621094,838.6337891,837.6694336,829.3806313,9,1,0,2,3,1,2,0,0,0,0,0,0,0,NHS11B0006948
